Date;Open;High;Low;Close;Adj Close;Volume;Variation;Operation(1=BUY,0=NONE,-1=SELL)
25/08/2021;8958,700195;9000;8947,299805;8977,400391;8977,400391;128024000;0,321846806;0
26/08/2021;8945;8946,400391;8890,099609;8892,700195;8892,700195;101735300;-0,943482437;-1
27/08/2021;8899,099609;8924,099609;8848,900391;8922,200195;8922,200195;74733200;0,331732762;0
30/08/2021;8925,700195;8936,200195;8853;8867,900391;8867,900391;54118400;-0,608592083;0
31/08/2021;8880,599609;8913,200195;8783,299805;8846,599609;8846,599609;185163000;-0,240200961;0
01/09/2021;8923,700195;9055,5;8923,700195;8991,5;8991,5;132646000;1,637921884;1
02/09/2021;8982,099609;9020,700195;8958;8981,400391;8981,400391;100427500;-0,112323962;0
03/09/2021;8981,5;8984,5;8852,599609;8864;8864;139726800;-1,307150176;-1
06/09/2021;8889,5;8915,900391;8874,299805;8882,299805;8882,299805;67762300;0,206450869;0
07/09/2021;8889,900391;8899,799805;8848,5;8894,5;8894,5;114239200;0,13735401;0
08/09/2021;8856,5;8912,5;8748,200195;8838,700195;8838,700195;155622500;-0,62735179;0
09/09/2021;8783,400391;8828,599609;8725,200195;8800,599609;8800,599609;149890500;-0,431065487;0
10/09/2021;8826,099609;8832,599609;8668,400391;8695,299805;8695,299805;139696400;-1,196507155;-1
13/09/2021;8724,200195;8837,599609;8721,400391;8816,099609;8816,099609;115679900;1,389254042;1
14/09/2021;8801,400391;8848,099609;8751,700195;8780;8780;128773000;-0,409473697;0
15/09/2021;8756,700195;8772,599609;8629;8635,400391;8635,400391;178101000;-1,646920376;-1
16/09/2021;8659,599609;8757,400391;8659,599609;8733,700195;8733,700195;186043200;1,13833522;1
17/09/2021;8789,700195;8858,299805;8760,900391;8760,900391;8760,900391;588035300;0,311439543;0
20/09/2021;8643,700195;8690,299805;8551,200195;8655,400391;8655,400391;277154700;-1,204214125;-1
21/09/2021;8710;8807,799805;8710;8756;8756;194808200;1,162275625;1
22/09/2021;8826,299805;8841;8772,599609;8808,400391;8808,400391;173512900;0,598451245;0
23/09/2021;8882;8908,299805;8853,900391;8876,900391;8876,900391;151032900;0,777666738;1
24/09/2021;8848,5;8898,299805;8835,5;8873,099609;8873,099609;140557900;-0,042816544;0
27/09/2021;8925,099609;9011,900391;8881,200195;9002,900391;9002,900391;203426300;1,462857262;1
28/09/2021;9014,299805;9034,700195;8769,400391;8769,400391;8769,400391;207454000;-2,593608613;-1
29/09/2021;8820,5;8895,700195;8784;8879,400391;8879,400391;178659800;1,254361702;1
30/09/2021;8943,700195;8954,599609;8785;8796,299805;8796,299805;195050400;-0,935880604;-1
01/10/2021;8693,400391;8807,700195;8654,799805;8799,5;8799,5;182239800;0,03638115;0
04/10/2021;8801,700195;8882,099609;8770,099609;8791,700195;8791,700195;149564600;-0,088639184;0
05/10/2021;8803,200195;8927,400391;8784,799805;8927,400391;8927,400391;169714200;1,543503452;1
06/10/2021;8884,900391;8884,900391;8723,799805;8775;8775;183948100;-1,707108277;-1
07/10/2021;8880,599609;8974,299805;8877,200195;8962,799805;8962,799805;201215200;2,140168718;1
08/10/2021;8964,900391;9000,799805;8931,799805;8955;8955;141240900;-0,087024202;0
11/10/2021;8929,400391;8965,700195;8875,5;8899;8899;125070900;-0,625348967;0
12/10/2021;8807,700195;8935,900391;8759,799805;8935,900391;8935,900391;163366100;0,414657726;0
13/10/2021;8915,700195;8928;8861,400391;8881,400391;8881,400391;191875300;-0,609899368;0
14/10/2021;8944,5;9001,200195;8889,099609;8925;8925;155212800;0,490909171;0
15/10/2021;8969,5;9016,5;8944,099609;8997;8997;217374300;0,806722689;1
18/10/2021;8984,400391;8994,599609;8885,400391;8936;8936;139680500;-0,678003779;0
19/10/2021;8959,5;9020;8943,200195;8996,299805;8996,299805;160869900;0,674796385;0
20/10/2021;8966,599609;9038;8958,900391;9017,900391;9017,900391;160127000;0,240105226;0
21/10/2021;8964,599609;8989,700195;8928,299805;8944,299805;8944,299805;153309300;-0,816161;-1
22/10/2021;8952,200195;8959,700195;8906,400391;8906,400391;8906,400391;134363800;-0,423727009;0
25/10/2021;8932,799805;8963,700195;8891,900391;8920,900391;8920,900391;159716400;0,162804268;0
26/10/2021;8925,5;9026,5;8915,700195;9001,599609;9001,599609;137320700;0,904608442;1
27/10/2021;8995,099609;8999,099609;8925,599609;8972,299805;8972,299805;167907900;-0,325495526;0
28/10/2021;8958,900391;9030,200195;8918;9025,799805;9025,799805;180332000;0,596279674;0
29/10/2021;9002,599609;9057,700195;8944,5;9057,700195;9057,700195;228787400;0,353435603;0
01/11/2021;9064,599609;9198,099609;9061,599609;9182,599609;9182,599609;164893900;1,378930758;1
02/11/2021;9160,599609;9162,299805;9102;9105,700195;9105,700195;130170200;-0,837447099;-1
03/11/2021;9084,5;9084,799805;8989,5;9030,799805;9030,799805;162875200;-0,822565958;-1
04/11/2021;9054,299805;9096,200195;9011,299805;9039,400391;9039,400391;221406600;0,095236149;0
05/11/2021;9038;9164,099609;9001,200195;9130,599609;9130,599609;193267200;1,008907826;1
08/11/2021;9133,099609;9156,599609;9069,5;9070,799805;9070,799805;135353600;-0,654938411;0
09/11/2021;9051;9128,5;9043,299805;9074,900391;9074,900391;132145800;0,045206444;0
10/11/2021;9059,599609;9150,700195;9059,599609;9141,799805;9141,799805;146839500;0,737191717;1
11/11/2021;9127,900391;9164,099609;9079;9092,200195;9092,200195;150325800;-0,542558479;0
12/11/2021;9079,599609;9093,599609;9045,200195;9080,799805;9080,799805;119663100;-0,125386482;0
15/11/2021;9036,099609;9104,700195;8992,400391;9095,700195;9095,700195;144108200;0,164086758;0
