Date;Open;High;Low;Close;Adj Close;Volume;Datetime;DiffClose;DiffClose(%);SMA_20;EMA_50;BBL_20_2.0;BBM_20_2.0;BBU_20_2.0;BBB_20_2.0;BBP_20_2.0;STOCHk_14_3_3;STOCHd_14_3_3;RSI_14;MACD_12_26_9;MACDh_12_26_9;MACDs_12_26_9;ADX_14;DMP_14;DMN_14
1993-08-25;3279,399902;3313,0;3279,399902;3300,699951;3300,696533;0,0;1993-08-25;49,800048999999944;1,508772373717648;3093,1649657000003;;2873,0960082033866;3093,1649657000003;3313,233923196614;14,22937088302439;0,9715226255915564;93,92243934703174;92,2902412769701;90,52858153207526;114,33584022030618;;;78,63579467131912;58,13638361683324;2,974015071431356
1993-08-26;3300,699951;3338,199951;3258,0;3331,0;3330,996582;0,0;1993-08-26;30,300048999999944;0,9096382167517245;3111,55496815;;2877,0075379954483;3111,55496815;3346,102398304552;15,075898228081371;0,9678052360356272;97,23189343309491;94,50236083555916;91,44330775842879;118,41059866600835;12,346883278819206;106,06371538718915;79,7835229243683;54,23160404559733;2,5393198677441484
1993-08-27;3342,800049;3387,0;3342,800049;3363,399902;3363,396484;0,0;1993-08-27;32,39990200000011;0,96330804971285;3130,6649657000003;;2879,989045419238;3130,6649657000003;3381,3408859807623;16,01422848035176;0,9642147838518595;96,14798937645354;95,76744071886007;92,29969303717942;122,83827226687481;13,419645503748512;109,4186267631263;80,92065726266347;57,49070485520683;2,2878594505555663
1993-08-30;3363,399902;3381,0;3341,199951;3379,100098;3379,09668;0,0;1993-08-30;15,700195999999778;0,46462654389233127;3148,6349730499996;;2881,3746347154834;3148,6349730499996;3415,895311384516;16,976266898009346;0,9311622262887707;96,67178107051613;96,68388796002152;92,68190760051077;126,15981824741812;13,392953187433449;112,76686505998467;81,84883173134317;53,440274540133956;2,409919164058631
1993-08-31;3379,100098;3436,800049;3342,0;3360,199951;3360,196533;0,0;1993-08-31;-18,900146999999833;-0,5624709027918152;3166,9449706;;2894,444296460434;3166,9449706;3439,445644739566;17,209056467308226;0,8545954170759613;90,5893852524876;94,46971856648577;87,0784671685613;125,81674632622116;10,439905012989186;115,37684131323198;82,80064514542401;54,26994386448115;2,0410539835099226
1993-09-01;3336,800049;3336,800049;3262,600098;3264,399902;3264,396484;0,0;1993-09-01;-95,80004899999994;-2,9346909654453217;3180,87496325;;2918,544570744398;3180,87496325;3443,205355755602;16,494228508596947;0,6591979830324399;77,0545911965636;88,10525250652245;65,47136881007711;116,47197955803267;0,8761105958405437;115,59586896219213;80,39409992035618;46,396330192338176;13,547746135977254
1993-09-02;3264,399902;3294,100098;3229,800049;3288,899902;3288,896484;0,0;1993-09-02;24,5;0,7449299379741354;3196,2599608;;2946,7999487566467;3196,2599608;3445,7199728433534;15,609494540670301;0,685680944294792;63,327027220256156;76,9903345564358;67,68008978509407;109,77768104098413;-4,654550336966409;114,43223137795054;77,16969416596064;42,066255313688124;17,044108107135415
1993-09-03;3288,899902;3318,600098;3264,199951;3269,300049;3269,296631;0,0;1993-09-03;-19,599853000000167;-0,5995122107557943;3210,0349608;;2976,924980686943;3210,0349608;3443,1449409130573;14,523828117744976;0,6271182987773766;53,210238180045515;64,53061886562176;64,14503651022535;101,71831152431105;-10,1711358829116;111,88944740722265;74,55047468072075;42,29904063780608;15,708384074157507
1993-09-06;3260,699951;3260,699951;3232,0;3253,100098;3253,09668;0,0;1993-09-06;-16,199951000000056;-0,49798501466216044;3223,22496325;;3012,8194045764567;3223,22496325;3433,6305219235437;13,055592524413195;0,5709941670228226;45,09342188043866;53,87689576024678;61,29528071486844;92,95250385712507;-15,149554840078068;108,10205869720313;71,22397017517794;39,985188412785405;19,57137133471908
1993-09-07;3253,899902;3285,300049;3253,899902;3271,899902;3271,896484;0,0;1993-09-07;18,799804000000222;0,5745837147557157;3236,67496325;;3051,439673604031;3236,67496325;3421,910252895969;11,446023573523794;0,5950816089561655;36,50883517536002;44,93749841194807;63,331222358964325;86,52511749842233;-17,26155295902464;103,78667045744697;68,5347065896015;41,74735173318484;18,624231806538546
1993-09-08;3270,699951;3270,699951;3250,300049;3262,0;3261,996582;0,0;1993-09-08;-9,899902000000111;-0,30349178418148715;3248,15496815;;3088,2563695077693;3248,15496815;3408,053566792231;9,845503075446041;0,5432931619400175;28,966901254090967;36,85638610329655;61,49673091322076;79,71363893820353;-19,258425215394766;98,9720641535983;65,98329416753819;40,33715960360733;18,55808766551104
1993-09-09;3262,0;3279,5;3222,5;3232,100098;3232,096924;0,0;1993-09-09;-29,89990200000011;-0,9250920792490911;3255,4099730499997;;3113,232659520118;3255,4099730499997;3397,5872865798815;8,734833075213293;0,41802533585957524;23,718267693563003;29,731334707671333;56,201674085391176;71,08341553132823;-22,310918897816066;93,3943344291443;62,85206950524024;36,80407523105428;21,20449009783964
1993-09-10;3228,899902;3228,899902;3163,5;3183,199951;3183,196777;0,0;1993-09-10;-48,90014699999983;-1,5361946391283994;3258,93497305;;3128,0368700814533;3258,93497305;3389,8330760185463;8,033182868085303;0,2107100090358141;15,795898522086022;22,827022489913332;48,800983410420635;59,610910645243166;-27,02673902712091;86,63764967236408;58,5447222158088;33,05192655865474;27,8109270844899
1993-09-13;3183,199951;3195,600098;3128,199951;3137,899902;3137,896729;0,0;1993-09-13;-45,300048999999944;-1,4436422580314654;3260,13497305;;3134,2325637057615;3260,13497305;3386,0373823942386;7,723754408023868;0,014564210142362869;7,92031251330858;15,811492909652534;43,13441538050125;46,32947515164096;-32,2465396165785;78,57601476821947;53,98082250366158;29,833730613308916;30,202566343257455
1993-09-14;3153,699951;3183,100098;3153,699951;3181,5;3181,496826;0,0;1993-09-14;43,60009799999989;1,3704258368693978;3260,85997305;;3136,9600887280435;3260,85997305;3384,7598573719565;7,599215258916407;0,17974153695018222;9,207648942239876;10,974619992544826;49,24325563038617;38,873891341535455;-31,761698741347217;70,63559008288267;49,807171034191775;27,873650964903817;28,21825414354165
1993-09-15;3174,600098;3174,600098;3107,100098;3117,699951;3117,696777;0,0;1993-09-15;-63,800048999999944;-2,046381948318539;3256,4099730499997;;3119,354261312129;3256,4099730499997;3393,4656847878705;8,417595626603639;-0,006035174642312315;7,876589932604467;8,334850462717641;42,11386247809994;27,500152067617364;-34,50835041221225;62,008502479829616;46,87429079972074;24,966062497148524;31,808299786771517
1993-09-16;3117,699951;3125,199951;3073,699951;3120,600098;3120,596924;0,0;1993-09-16;2,9001469999998335;0,09293555434605494;3250,8799804;;3101,80382457686;3250,8799804;3399,95613622314;9,171433994607044;0,06304252118440537;11,134382702609676;9,406207192484674;42,521239830440514;18,507061490415254;-34,80115279153149;53,308214281946746;44,73993587949987;23,164760834926387;34,19259460482806
1993-09-17;3134,399902;3160,100098;3134,399902;3139,199951;3139,196777;0,0;1993-09-17;18,599853000000167;0,5925029717866533;3246,34498285;3081,0579735399997;3089,6673249682394;3246,34498285;3403,022640731761;9,652557489081879;0,1580717592457924;11,390230532980192;10,133734389398112;45,18558961492062;12,73403507818648;-32,459343363008216;45,193378441194696;42,012181769514974;26,83126549919638;32,269489413619
1993-09-20;3152,699951;3193,899902;3152,699951;3187,5;3187,496826;0,0;1993-09-20;48,300048999999944;1,515295654901959;3244,7299804000004;3085,2321706560783;3086,3346671916756;3244,7299804000004;3403,125293608325;9,763235410349816;0,3193444640475872;24,736403338050753;15,75367219121354;51,47579748334514;11,91888683979414;-26,619593281120444;38,538480120914585;38,83493491877485;29,536699864951597;29,772265997871788
1993-09-21;3187,5;3191,600098;3166,0;3170,100098;3170,096924;0,0;1993-09-21;-17,39990200000011;-0,5488754759188084;3240,6899902;3088,5603246695655;3079,04191738131;3240,6899902;3402,33806301869;9,976151579294608;0,28165563322497433;33,551887602282285;23,22617382443774;49,28177774365642;9,75638379444672;-23,025677061174292;32,78206085562101;35,91463439140117;28,42790910818679;28,654632223708866
1993-09-22;3146,300049;3146,300049;3106,399902;3131,0;3130,996826;0,0;1993-09-22;-39,10009799999989;-1,248805429575212;3232,20499265;3090,224625662916;3066,288572657058;3232,20499265;3398,121412642942;10,266454038047344;0,1950121252185131;35,33795699274621;31,208749311026413;44,673841388399744;4,831835029066497;-22,360180661243614;27,19201569031011;34,294676328227496;25,829609154040387;34,587272757804676
